MEM_MATCH_ID,richness,RA_cen,DEC_cen,Z_LAMBDA,P_CEN1,Mr01_BCG,color_BCG,M200m_h07
1798,46.989532,255.51511776335224,24.464196553240555,0.16704522,0.998755,-22.181067,0.97746277,4.28888501671019E14
1800,46.79122,9.247777917953044,19.28400403951082,0.13633509,0.997844,-22.554996,0.9868622,4.269339678121683E14
1803,61.2987,139.96098021006375,35.84590153580321,0.22683094,0.99998987,-22.72687,1.0412254,5.715188217200688E14
1805,56.462875,231.01850416088155,43.37777867689943,0.33962816,0.89275455,-22.469793,1.0615063,5.229825650440004E14
1807,54.70855,16.599815050104624,-4.398143625430921,0.25109655,0.9721305,-21.665834,0.9330692,5.054553138640899E14
1810,52.755913,231.2646732726875,37.0444085552211,0.19740865,0.99995935,-22.377075,1.0706654,4.85999672259596E14
1812,41.61978,318.6373150428803,3.5424028641184875,0.1340528,0.98541164,-21.81637,0.9904041,3.762070737532498E14
1814,56.523895,138.5382307114809,1.7348167747870944,0.333433,0.82329834,-21.286821,0.73591423,5.235930231524598E14
1819,56.340836,197.7347658890933,21.96571639400402,0.28752655,0.9999864,-23.215225,1.1098385,5.217618550318781E14
1823,63.281845,225.87495053833166,12.101396242189535,0.30606812,0.9752235,-22.395355,0.99487495,5.915134423581716E14
1825,68.49905,41.10312365393214,-7.607529500082378,0.3372444,0.98792017,-22.490429,0.90410805,6.443509549409612E14
1826,44.487717,227.85798631317908,36.56000868104609,0.16159435,0.9981262,-22.486649,1.0014496,4.0428022967395075E14
1827,41.162132,219.43003763106617,-0.25347540039214356,0.13470171,0.54602253,-22.227858,0.96357346,3.717413389091178E14
1832,64.12087,233.43387754837593,3.615984831520615,0.2999015,0.8005135,-23.270834,0.95419884,5.999879991278694E14
1833,55.761147,134.15444016784807,29.933292523364322,0.28985533,0.99772435,-22.825264,1.0241985,5.1596637331193625E14
1834,40.704483,157.53577116280536,40.08611592658604,0.17583118,0.9995925,-22.518597,0.9934826,3.672795738125669E14
1835,51.794853,142.41721851345335,8.0518115577899,0.21073316,0.9934243,-22.800413,0.99479866,4.764449620714649E14
1836,39.804443,134.4003789585742,10.007797911158242,0.16537818,0.9896734,-22.191856,0.97353363,3.585165685712733E14
1837,48.83539,145.35445110731797,21.350425273581678,0.22366516,0.5638686,-22.28684,1.0149059,4.471122701009175E14
1841,54.51024,228.03134264986716,34.38439363521835,0.3149459,0.65317446,-22.461979,0.98641205,5.0347680776077706E14
1842,43.908028,196.6586877914513,31.787164501240667,0.17070405,0.9340401,-22.369576,0.95661163,3.9859385574167675E14
1843,44.853836,328.8091975361002,8.76428737252153,0.15909338,0.38335204,-22.097643,1.0415936,4.0787466055676544E14
1846,40.68923,244.15760768128303,42.448797250597345,0.13760945,0.773569,-22.00933,0.9925194,3.6713096013740606E14
1848,50.315117,27.642582683283308,14.65697399518005,0.22391167,0.99084824,-22.275265,1.000534,4.617612999708275E14
1854,46.714943,217.22533718627747,-2.1537318835105834,0.26485434,0.9717433,-22.621159,0.98132896,4.261823586560981E14
1856,50.071037,116.27008994451839,33.21568572786449,0.23041195,0.9966307,-22.384449,1.0206108,4.5934254005844825E14
1858,43.26732,220.63909033323534,9.371747583165943,0.1649107,0.90243495,-22.096806,0.9727993,3.923159127642728E14
1861,50.681236,137.21957030176418,28.86226140101609,0.25480443,0.56572676,-22.191343,1.0787716,4.653912050235428E14
